응답자 ID,Training 선호 스타일,Training 비선호 스타일,Validation 선호 스타일,Validation 비선호 스타일
54952,T_20551_19_normcore_M_076229.json,,,
22215,"W_07975_80_powersuit_W_031367.json, W_11173_80_bodyconscious_W_031384.json, W_10478_80_powersuit_W_031392.json, W_05665_19_genderless_W_031404.json, W_19270_90_grunge_W_031385.json, W_12984_00_ecology_W_031377.json, W_01240_10_athleisure_W_031387.json, W_19413_00_oriental_W_031402.json, W_00385_50_feminine_W_031381.json","W_14406_10_sportivecasual_W_031362.json, W_11637_90_kitsch_W_031368.json",W_05665_19_genderless_W_031404.json,
22219,W_09079_60_popart_W_031440.json,"W_18109_70_hippie_W_031408.json, W_02511_19_normcore_W_031413.json, W_03285_80_bodyconscious_W_031425.json, W_07877_70_disco_W_031416.json",,W_07877_70_disco_W_031416.json
22220,,W_33622_60_minimal_W_031457.json,,
22228,"W_13455_80_powersuit_W_031525.json, W_02060_10_athleisure_W_031545.json, W_13538_80_powersuit_W_031534.json, W_07981_70_military_W_031541.json","W_12984_00_ecology_W_031552.json, W_01154_10_athleisure_W_031537.json","W_06453_10_athleisure_W_031528.json, W_07981_70_military_W_031541.json",
54999,"W_15275_00_metrosexual_M_076252.json, W_62887_10_sportivecasual_M_076270.json",W_29381_90_hiphop_M_076243.json,,W_29381_90_hiphop_M_076243.json
22240,W_09961_50_feminine_W_031572.json,W_43047_70_military_W_031574.json,,
22245,"W_07886_19_normcore_W_031613.json, W_10880_60_minimal_W_031631.json","W_08383_10_athleisure_W_031650.json, W_19264_90_kitsch_W_031634.json, W_03693_10_athleisure_W_031636.json",,
22253,"W_05513_60_minimal_W_031668.json, W_02343_60_space_W_031685.json","W_09626_10_athleisure_W_031698.json, W_02012_00_oriental_W_031697.json, W_14461_80_powersuit_W_031695.json",,
22260,W_07391_70_hippie_W_031703.json,"W_01390_10_sportivecasual_W_031746.json, W_13803_80_bodyconscious_W_031729.json, W_04814_60_popart_W_031734.json",,
38645,"W_18057_50_classic_W_061964.json, T_11046_00_oriental_W_062010.json, T_13518_10_sportivecasual_W_062011.json, T_13515_10_sportivecasual_W_061995.json, T_06926_90_hiphop_W_061984.json",T_13574_80_powersuit_W_061992.json,"T_05526_50_classic_W_062005.json, W_18057_50_classic_W_061964.json, T_12897_00_ecology_W_061969.json",
55031,"W_03151_80_bodyconscious_W_076317.json, W_18792_90_hiphop_W_076293.json, W_03643_00_cityglam_W_076286.json, W_19318_19_genderless_W_076305.json",W_08402_90_grunge_W_076310.json,,W_08402_90_grunge_W_076310.json
22266,W_06701_50_ivy_M_031763.json,"W_06805_90_hiphop_M_031767.json, W_16397_10_sportivecasual_M_031786.json, W_17676_00_metrosexual_M_031793.json, W_15568_70_hippie_M_031749.json, W_06511_50_ivy_M_031772.json, W_17583_80_bold_M_031775.json, W_15523_70_hippie_M_031774.json",,"W_06955_10_sportivecasual_M_031769.json, W_15523_70_hippie_M_031774.json"
22267,"W_04031_80_bodyconscious_W_031814.json, W_12030_80_powersuit_W_031828.json, W_14515_60_minimal_W_031819.json","W_13240_60_space_W_031805.json, W_11899_00_oriental_W_031837.json, W_13758_80_bodyconscious_W_031800.json",,W_14512_60_minimal_W_031798.json
22277,T_14615_19_normcore_W_031854.json,W_18588_50_classic_W_031839.json,,
55052,W_18661_60_minimal_W_076365.json,"W_03624_10_sportivecasual_W_076337.json, W_08957_19_normcore_W_076371.json",,"W_03624_10_sportivecasual_W_076337.json, W_01056_00_cityglam_W_076344.json"
55065,W_08708_10_sportivecasual_W_076420.json,"W_08383_10_athleisure_W_076428.json, W_13488_80_powersuit_W_076392.json",,
5918,"T_08205_10_sportivecasual_W_010592.json, T_08173_10_sportivecasual_W_010567.json",,,
5931,,"W_11680_00_cityglam_W_010641.json, W_14709_00_cityglam_W_010624.json, W_14272_80_bodyconscious_W_010647.json, W_14147_70_disco_W_010630.json, W_03787_80_bodyconscious_W_010639.json",W_13354_50_feminine_W_010611.json,"W_11680_00_cityglam_W_010641.json, W_11423_00_ecology_W_010616.json, W_14272_80_bodyconscious_W_010647.json, W_14147_70_disco_W_010630.json"
22324,"W_01532_90_hiphop_M_031950.json, W_02696_60_mods_M_031914.json, W_01658_19_normcore_M_031961.json, W_06800_70_hippie_M_031923.json, W_17700_00_metrosexual_M_031959.json, W_06806_90_hiphop_M_031933.json, W_06534_60_mods_M_031922.json, W_17576_60_mods_M_031955.json, W_15287_60_mods_M_031939.json, W_15426_80_bold_M_031941.json, W_06551_60_mods_M_031930.json, W_04372_10_sportivecasual_M_031960.json, W_12511_80_bold_M_031949.json, W_16387_10_sportivecasual_M_031952.json, W_01804_19_normcore_M_031945.json, W_07347_90_hiphop_M_031925.json, W_02769_90_hiphop_M_031958.json, W_04553_19_normcore_M_031920.json, W_04636_50_ivy_M_031954.json","W_12140_80_bold_M_031916.json, W_02739_50_ivy_M_031921.json, W_15791_70_hippie_M_031931.json, W_15509_10_sportivecasual_M_031919.json, W_15091_80_bold_M_031957.json, W_17732_00_metrosexual_M_031918.json, W_16970_10_sportivecasual_M_031944.json, W_04212_50_ivy_M_031938.json, W_15630_50_ivy_M_031929.json, W_15697_19_normcore_M_031962.json, W_15443_70_hippie_M_031948.json, W_15464_70_hippie_M_031915.json, W_10779_50_ivy_M_031946.json, W_16150_50_ivy_M_031913.json, W_17893_80_bold_M_031932.json, W_15587_70_hippie_M_031956.json, W_12443_90_hiphop_M_031917.json, W_16374_10_sportivecasual_M_031937.json, W_02765_70_hippie_M_031940.json, W_17481_10_sportivecasual_M_031935.json, W_16857_90_hiphop_M_031942.json, W_15511_00_metrosexual_M_031951.json, W_11075_00_metrosexual_M_031926.json, W_16688_00_metrosexual_M_031934.json, W_16703_00_metrosexual_M_031943.json","W_07120_19_normcore_M_031953.json, W_06551_60_mods_M_031930.json, W_00931_10_sportivecasual_M_031927.json, W_04636_50_ivy_M_031954.json","W_15791_70_hippie_M_031931.json, W_04212_50_ivy_M_031938.json, W_10779_50_ivy_M_031946.json, W_16104_60_mods_M_031947.json, W_16374_10_sportivecasual_M_031937.json, W_17481_10_sportivecasual_M_031935.json, W_04395_80_bold_M_031924.json"
22335,T_04745_10_sportivecasual_M_031969.json,,,
22347,W_47546_60_minimal_W_032033.json,,W_47546_60_minimal_W_032033.json,
5966,T_08092_10_sportivecasual_W_010667.json,"W_62634_80_powersuit_W_010681.json, T_07981_19_normcore_W_010660.json",,T_08246_10_sportivecasual_W_010684.json
55125,"W_01088_70_military_W_076466.json, W_03927_60_minimal_W_076432.json","W_14866_50_classic_W_076464.json, W_07695_80_bodyconscious_W_076434.json, W_13893_80_bodyconscious_W_076450.json, W_10465_60_minimal_W_076440.json","W_05791_10_sportivecasual_W_076462.json, W_03927_60_minimal_W_076432.json",
22364,"W_01374_50_feminine_W_032082.json, W_03474_70_military_W_032059.json","W_12003_60_minimal_W_032091.json, W_03656_90_hiphop_W_032061.json, W_11796_19_genderless_W_032105.json, W_02054_80_bodyconscious_W_032101.json, W_05549_90_hiphop_W_032086.json",W_15071_00_cityglam_W_032070.json,
55135,,"W_08634_00_cityglam_W_076486.json, W_35053_90_kitsch_W_076485.json",,
22384,"T_04335_10_sportivecasual_W_032113.json, T_01758_60_minimal_W_032108.json",T_06990_60_minimal_W_032149.json,,W_14039_00_cityglam_W_032128.json
22397,,"W_06298_80_bodyconscious_W_032226.json, W_05770_10_sportivecasual_W_032221.json, W_19987_50_feminine_W_032248.json, W_14997_60_minimal_W_032216.json, W_05667_10_athleisure_W_032254.json, W_19475_90_grunge_W_032252.json, W_14072_60_minimal_W_032249.json",,"W_04973_90_kitsch_W_032219.json, W_05667_10_athleisure_W_032254.json"
22401,"W_11912_50_feminine_W_032256.json, W_02140_10_sportivecasual_W_032295.json, W_03991_60_minimal_W_032257.json, W_03227_70_hippie_W_032299.json, W_05933_60_minimal_W_032282.json","W_18949_70_disco_W_032274.json, W_13893_80_bodyconscious_W_032259.json, W_05603_10_athleisure_W_032287.json, W_01219_10_athleisure_W_032270.json","W_11912_50_feminine_W_032256.json, W_02140_10_sportivecasual_W_032295.json",W_18949_70_disco_W_032274.json
22404,"W_08826_10_sportivecasual_W_032344.json, W_12983_80_powersuit_W_032317.json, W_11868_90_grunge_W_032326.json","W_00629_50_feminine_W_032338.json, W_11710_90_grunge_W_032335.json",W_13398_80_powersuit_W_032341.json,
22416,,"T_00486_50_ivy_M_032390.json, W_24874_80_bold_M_032434.json, W_32257_90_hiphop_M_032435.json",,W_32257_90_hiphop_M_032435.json
22423,W_18471_50_classic_W_032448.json,W_36408_10_sportivecasual_W_032446.json,,
22426,W_01549_50_ivy_M_032523.json,"W_07098_19_normcore_M_032514.json, W_07101_60_mods_M_032524.json, W_15595_00_metrosexual_M_032520.json, W_12807_50_ivy_M_032506.json, W_04614_00_metrosexual_M_032536.json, W_15880_19_normcore_M_032539.json, W_15157_60_mods_M_032516.json, W_04475_19_normcore_M_032538.json, W_15586_70_hippie_M_032525.json, W_01796_00_metrosexual_M_032528.json, W_11010_90_hiphop_M_032502.json, W_12621_10_sportivecasual_M_032529.json",W_01549_50_ivy_M_032523.json,W_17135_00_metrosexual_M_032511.json
22434,W_40045_60_minimal_W_032566.json,"W_13803_80_bodyconscious_W_032559.json, W_40520_19_genderless_W_032564.json",,
22448,"W_15182_10_sportivecasual_M_032612.json, W_17893_80_bold_M_032626.json, W_07102_50_ivy_M_032606.json, W_16681_70_hippie_M_032600.json","W_11136_19_normcore_M_032630.json, W_06735_50_ivy_M_032598.json, W_04286_70_hippie_M_032592.json, W_05909_10_sportivecasual_M_032637.json, W_16332_19_normcore_M_032605.json, W_01818_60_mods_M_032632.json, W_07013_90_hiphop_M_032602.json, W_00514_90_hiphop_M_032594.json",W_07121_80_bold_M_032593.json,W_15699_70_hippie_M_032608.json
22458,,"W_11220_50_feminine_W_032665.json, W_11659_50_feminine_W_032648.json",,W_11659_50_feminine_W_032648.json
22463,"W_04242_60_mods_M_032716.json, W_05866_50_ivy_M_032690.json, W_16341_60_mods_M_032732.json, W_04692_90_hiphop_M_032727.json","W_15125_50_ivy_M_032706.json, W_12264_90_hiphop_M_032735.json, W_12807_50_ivy_M_032731.json","W_05868_50_ivy_M_032698.json, W_16341_60_mods_M_032732.json",W_15758_10_sportivecasual_M_032729.json
22470,"W_01962_60_minimal_W_032766.json, T_09262_60_minimal_W_032741.json","W_42595_60_popart_W_032774.json, W_14071_50_feminine_W_032773.json",,
22480,T_17601_19_normcore_M_032822.json,"W_25149_90_hiphop_M_032819.json, W_21549_90_hiphop_M_032794.json, T_17599_19_normcore_M_032830.json",,
22488,,W_11218_50_feminine_W_032873.json,,
22489,W_05324_70_disco_W_032908.json,"T_11927_90_lingerie_W_032935.json, T_11042_19_normcore_W_032930.json, T_12528_19_genderless_W_032913.json",,
22500,,"W_10999_10_athleisure_W_032996.json, W_10518_50_feminine_W_033023.json",,
55271,,"W_04761_70_hippie_M_076549.json, W_01818_60_mods_M_076557.json, W_32257_90_hiphop_M_076568.json, W_24491_70_hippie_M_076566.json, W_15593_70_hippie_M_076533.json, W_11019_70_hippie_M_076541.json",W_00033_60_mods_M_076532.json,W_32257_90_hiphop_M_076568.json
22536,,T_13081_90_kitsch_W_033069.json,,
22546,,,W_09089_60_minimal_W_033091.json,
22553,W_46724_80_bodyconscious_W_033159.json,,,
22559,T_08115_10_sportivecasual_W_033204.json,W_14283_70_punk_W_033217.json,,T_10455_00_ecology_W_033195.json
55361,"W_14488_60_minimal_W_076598.json, W_13379_80_powersuit_W_076600.json, W_03457_60_minimal_W_076615.json",W_14410_19_genderless_W_076588.json,W_14488_60_minimal_W_076598.json,
55375,"T_11173_19_lounge_W_076638.json, T_01999_10_sportivecasual_W_076670.json","T_13444_10_sportivecasual_W_076653.json, W_19690_70_hippie_W_076641.json, T_10256_19_genderless_W_076654.json",,T_12567_80_powersuit_W_076675.json
6237,"T_04482_90_hiphop_M_010707.json, T_06371_80_bold_M_010739.json, T_07605_00_metrosexual_M_010741.json",W_15568_70_hippie_M_010721.json,,
39006,"T_19278_19_normcore_M_062136.json, T_19492_19_normcore_M_062144.json","T_19475_19_normcore_M_062149.json, T_19270_19_normcore_M_062118.json, T_19273_19_normcore_M_062119.json",,
6241,,"W_14903_10_athleisure_W_010792.json, W_14055_60_minimal_W_010779.json, W_05303_00_cityglam_W_010799.json",W_14572_50_classic_W_010778.json,W_14055_60_minimal_W_010779.json
6243,"T_07138_10_sportivecasual_W_010824.json, T_05324_19_lounge_W_010851.json, T_05040_19_normcore_W_010809.json, T_05458_90_kitsch_W_010822.json",,,
6248,"T_06517_10_sportivecasual_M_010862.json, T_02754_19_normcore_M_010899.json, T_06771_10_sportivecasual_M_010890.json, T_07792_80_bold_M_010870.json","T_03033_19_normcore_M_010891.json, W_11116_00_metrosexual_M_010897.json, T_15480_80_bold_M_010879.json, T_15848_80_bold_M_010855.json",,
22677,W_14488_60_minimal_W_033392.json,"W_05770_10_sportivecasual_W_033389.json, W_03118_50_feminine_W_033399.json",W_14488_60_minimal_W_033392.json,
22690,,W_09961_50_feminine_W_033448.json,,W_01387_50_feminine_W_033473.json
55474,"W_17245_70_hippie_M_076699.json, W_24016_50_ivy_M_076697.json","W_24769_60_mods_M_076698.json, W_28377_80_bold_M_076700.json, W_16702_00_metrosexual_M_076727.json, W_15776_70_hippie_M_076708.json, W_12082_80_bold_M_076725.json",W_26200_50_ivy_M_076689.json,"W_16732_70_hippie_M_076716.json, W_16702_00_metrosexual_M_076727.json"
22710,W_51362_50_ivy_M_033573.json,W_15692_60_mods_M_033558.json,,
6339,"T_07819_60_mods_M_010941.json, T_06843_10_sportivecasual_M_010918.json","T_04583_90_hiphop_M_010929.json, T_04562_90_hiphop_M_010920.json, T_15308_80_bold_M_010919.json, W_48687_60_mods_M_010902.json, W_07382_00_metrosexual_M_010945.json",,W_48687_60_mods_M_010902.json
22750,T_07277_80_powersuit_W_033610.json,T_15159_80_bodyconscious_W_033626.json,,
22784,"T_10684_19_genderless_W_033639.json, T_15785_19_normcore_W_033647.json","T_11509_19_normcore_W_033680.json, W_07851_70_disco_W_033650.json",,W_28480_60_minimal_W_033633.json
22790,T_21868_70_punk_W_033708.json,,,
22793,"W_01571_10_sportivecasual_M_033763.json, W_00486_60_mods_M_033733.json","W_17940_60_mods_M_033749.json, W_20873_70_hippie_M_033767.json, W_24880_00_metrosexual_M_033778.json, W_24758_50_ivy_M_033757.json",W_30593_50_ivy_M_033765.json,W_24758_50_ivy_M_033757.json
22841,"W_07819_00_ecology_W_033803.json, W_09626_10_athleisure_W_033804.json, W_10511_00_ecology_W_033787.json, W_09899_50_classic_W_033807.json","W_13099_80_powersuit_W_033793.json, W_19687_19_genderless_W_033814.json, W_08175_70_hippie_W_033825.json, W_19607_19_lounge_W_033806.json",,
6479,"W_26375_70_hippie_M_010976.json, W_17174_50_ivy_M_010974.json","W_15740_70_hippie_M_010959.json, W_04677_50_ivy_M_010965.json",W_12773_50_ivy_M_010990.json,W_15740_70_hippie_M_010959.json
22868,"W_03268_80_powersuit_W_033925.json, W_19553_00_ecology_W_033911.json","W_19433_00_oriental_W_033919.json, W_14997_60_minimal_W_033915.json, W_07877_70_disco_W_033908.json, W_14071_50_feminine_W_033889.json, W_00163_60_minimal_W_033882.json",,W_07877_70_disco_W_033908.json
22872,T_09499_19_normcore_W_033971.json,"W_19839_50_feminine_W_033939.json, W_13444_50_classic_W_033931.json",,
55661,T_04253_90_grunge_W_076768.json,W_35674_60_minimal_W_076773.json,,
55666,"T_10019_19_normcore_W_076804.json, T_00626_50_classic_W_076814.json, T_14211_00_cityglam_W_076819.json, T_12327_80_powersuit_W_076784.json","W_19838_60_popart_W_076823.json, W_05211_60_popart_W_076798.json",,
22909,W_08094_10_sportivecasual_W_034003.json,"W_01318_10_athleisure_W_033987.json, W_18590_80_bodyconscious_W_033984.json",,
22911,,W_21986_60_space_W_034065.json,,
22917,T_01775_10_sportivecasual_W_034120.json,T_10349_19_normcore_W_034121.json,,
22978,W_03092_50_feminine_W_034197.json,"W_02508_10_athleisure_W_034203.json, W_19283_70_hippie_W_034199.json, W_18213_10_sportivecasual_W_034195.json",,W_18213_10_sportivecasual_W_034195.json
39376,W_01563_10_sportivecasual_M_062205.json,"W_24799_50_ivy_M_062186.json, W_52149_70_hippie_M_062179.json",,
6618,"W_06558_60_mods_M_011041.json, W_12906_10_sportivecasual_M_011030.json, W_17158_60_mods_M_011008.json","W_10792_50_ivy_M_011040.json, W_25208_10_sportivecasual_M_011013.json, W_01518_70_hippie_M_011017.json, W_25527_00_metrosexual_M_011037.json, W_24525_70_hippie_M_011026.json, W_00486_60_mods_M_011033.json",,"W_17857_00_metrosexual_M_011004.json, W_26393_50_ivy_M_011032.json"
23003,"W_06532_60_mods_M_034290.json, W_00924_19_normcore_M_034296.json, W_04751_10_sportivecasual_M_034295.json, W_25777_00_metrosexual_M_034277.json, W_26133_60_mods_M_034298.json, W_12181_80_bold_M_034292.json","W_29067_70_hippie_M_034291.json, W_28319_90_hiphop_M_034301.json, W_24352_70_hippie_M_034283.json","W_24685_80_bold_M_034267.json, W_15758_10_sportivecasual_M_034303.json",W_02688_60_mods_M_034257.json
6627,"T_07150_19_normcore_W_011081.json, T_08036_19_normcore_W_011098.json","W_08167_60_minimal_W_011091.json, W_19820_50_feminine_W_011049.json",,W_19820_50_feminine_W_011049.json
23014,,"W_19735_90_grunge_W_034318.json, W_46922_00_cityglam_W_034311.json, W_13376_50_feminine_W_034306.json",,
23017,W_13247_60_minimal_W_034373.json,"W_11367_60_popart_W_034390.json, W_11933_80_powersuit_W_034359.json, W_18251_00_oriental_W_034377.json, W_05039_70_hippie_W_034383.json",W_01000_10_sportivecasual_W_034370.json,
23021,T_05787_19_normcore_W_034455.json,W_34436_60_space_W_034407.json,,"W_34436_60_space_W_034407.json, W_05760_60_minimal_W_034423.json"
23022,W_28697_10_sportivecasual_W_034497.json,W_44918_60_minimal_W_034473.json,,W_44918_60_minimal_W_034473.json
55798,"T_16247_10_sportivecasual_M_076869.json, T_16243_10_sportivecasual_M_076860.json, T_16249_10_sportivecasual_M_076877.json","T_16245_10_sportivecasual_M_076876.json, T_16231_10_sportivecasual_M_076872.json",,
55816,,"W_16223_80_bold_M_076917.json, W_16084_80_bold_M_076892.json, W_16085_80_bold_M_076884.json",,
23054,"W_12089_19_normcore_M_034548.json, W_00072_90_hiphop_M_034529.json","W_06550_50_ivy_M_034533.json, W_10082_50_ivy_M_034541.json, W_06519_50_ivy_M_034525.json, W_02834_60_mods_M_034542.json, W_17728_10_sportivecasual_M_034539.json, W_12504_90_hiphop_M_034504.json, W_16436_10_sportivecasual_M_034522.json, W_17123_19_normcore_M_034532.json, W_15871_60_mods_M_034509.json, W_15120_60_mods_M_034501.json, W_16354_80_bold_M_034544.json, W_17320_70_hippie_M_034510.json, W_06701_50_ivy_M_034516.json",,"W_06715_00_metrosexual_M_034546.json, W_15120_60_mods_M_034501.json"
6684,"W_01041_10_sportivecasual_W_011130.json, W_05818_90_lingerie_W_011136.json","W_14704_60_minimal_W_011116.json, W_04840_50_feminine_W_011099.json, W_14538_60_space_W_011141.json, W_18618_80_powersuit_W_011110.json, W_09539_60_minimal_W_011108.json, W_08408_90_kitsch_W_011111.json, W_03561_00_cityglam_W_011145.json, W_19379_90_grunge_W_011128.json","W_05791_10_sportivecasual_W_011138.json, W_05818_90_lingerie_W_011136.json","W_04840_50_feminine_W_011099.json, W_14538_60_space_W_011141.json"
6688,"T_13086_19_genderless_W_011181.json, T_01956_90_kitsch_W_011194.json",T_12033_80_powersuit_W_011185.json,,
23079,"T_05532_19_normcore_W_034582.json, T_01796_19_lounge_W_034598.json, T_07499_19_lounge_W_034565.json",,W_10184_50_feminine_W_034591.json,
55859,"W_08874_10_sportivecasual_W_076961.json, W_02383_60_minimal_W_076964.json, W_01187_50_feminine_W_076947.json","W_19964_80_powersuit_W_076974.json, W_19515_70_punk_W_076957.json",W_09307_60_popart_W_076956.json,
6712,,"T_12302_90_grunge_W_011236.json, T_05770_50_classic_W_011207.json, W_19075_50_classic_W_011240.json",,W_19075_50_classic_W_011240.json
23097,"W_02095_60_popart_W_034609.json, T_05879_90_hiphop_W_034604.json","W_02047_50_feminine_W_034600.json, W_13710_60_minimal_W_034601.json, T_02844_19_normcore_W_034648.json",W_02095_60_popart_W_034609.json,
23098,W_48074_10_sportivecasual_W_034681.json,,,
23108,"W_25746_90_hiphop_M_034729.json, W_04601_50_ivy_M_034733.json, W_30483_80_bold_M_034744.json, W_06534_60_mods_M_034734.json","W_25106_00_metrosexual_M_034705.json, W_04302_50_ivy_M_034700.json, W_24799_50_ivy_M_034725.json, W_26001_00_metrosexual_M_034721.json",,
23112,W_36275_60_minimal_W_034776.json,W_13941_60_minimal_W_034799.json,,W_47408_80_powersuit_W_034761.json
23113,"W_09871_19_normcore_M_034815.json, W_16420_50_ivy_M_034841.json, W_04237_60_mods_M_034801.json, W_17849_00_metrosexual_M_034821.json","W_12440_80_bold_M_034836.json, W_10814_50_ivy_M_034825.json, W_16452_70_hippie_M_034827.json",W_04237_60_mods_M_034801.json,"W_17616_70_hippie_M_034818.json, W_16034_80_bold_M_034828.json, W_16452_70_hippie_M_034827.json"
23135,T_02234_90_hiphop_W_034929.json,"T_11024_00_cityglam_W_034913.json, T_00805_60_minimal_W_034901.json, T_15016_80_bodyconscious_W_034928.json",,T_11024_00_cityglam_W_034913.json
23139,,"T_04522_90_hiphop_M_034962.json, W_10058_60_mods_M_034999.json, W_52583_50_ivy_M_034975.json, T_02748_80_bold_M_034978.json",,
55908,"T_06165_50_classic_W_077025.json, T_14425_19_normcore_W_077048.json, T_14406_19_normcore_W_077032.json","T_11117_00_oriental_W_077030.json, T_11118_00_cityglam_W_077022.json, T_11116_00_oriental_W_077038.json",,
6761,T_06533_19_normcore_W_011289.json,T_10066_90_grunge_W_011269.json,,
55927,"T_07798_60_mods_M_077125.json, T_01208_50_ivy_M_077116.json, T_02403_50_ivy_M_077124.json","W_09771_60_mods_M_077158.json, W_48687_60_mods_M_077133.json",,"W_17304_70_hippie_M_077151.json, W_48687_60_mods_M_077133.json"
39559,T_00474_19_normcore_M_062241.json,"T_06148_80_bold_M_062227.json, W_09157_60_mods_M_062234.json, W_32384_00_metrosexual_M_062213.json, T_16203_80_bold_M_062244.json, T_15651_10_sportivecasual_M_062235.json",,T_06148_80_bold_M_062227.json
6792,,W_36907_19_genderless_W_011322.json,W_08988_10_athleisure_W_011346.json,
23182,,"T_08587_19_normcore_W_035090.json, T_07468_10_sportivecasual_W_035064.json, W_36802_00_oriental_W_035063.json",,
23193,"T_00334_10_sportivecasual_W_035139.json, T_14542_00_ecology_W_035113.json",T_11218_19_normcore_W_035107.json,,
23200,W_36393_70_hippie_W_035168.json,,,
6819,W_08885_10_sportivecasual_W_011388.json,"W_16350_10_sportivecasual_W_011396.json, W_01395_10_athleisure_W_011371.json",,
23248,,"T_12188_90_kitsch_W_035281.json, W_61790_10_sportivecasual_W_035291.json, W_18951_50_feminine_W_035252.json",,W_61790_10_sportivecasual_W_035291.json
23253,"W_00843_10_sportivecasual_M_035316.json, W_28412_19_normcore_M_035326.json, W_24013_60_mods_M_035303.json","W_27782_90_hiphop_M_035298.json, W_17867_50_ivy_M_035335.json, W_04444_90_hiphop_M_035306.json, W_04238_50_ivy_M_035319.json, W_09770_60_mods_M_035320.json",,W_17867_50_ivy_M_035335.json
23255,"T_17508_19_normcore_M_035359.json, W_16010_80_bold_M_035355.json, W_24973_90_hiphop_M_035348.json, W_16008_80_bold_M_035363.json",T_15504_00_metrosexual_M_035365.json,W_24973_90_hiphop_M_035348.json,
56035,"W_12748_50_ivy_M_077166.json, W_09119_60_mods_M_077208.json, W_02669_50_ivy_M_077191.json, W_01794_00_metrosexual_M_077171.json","W_15466_19_normcore_M_077181.json, W_12324_80_bold_M_077177.json, W_15769_00_metrosexual_M_077187.json, W_15811_10_sportivecasual_M_077180.json, W_04723_90_hiphop_M_077203.json, W_16276_70_hippie_M_077193.json, W_16249_80_bold_M_077169.json",W_09119_60_mods_M_077208.json,W_00511_90_hiphop_M_077195.json
6883,T_07061_10_sportivecasual_W_011455.json,W_07640_60_popart_W_011466.json,,
23275,W_13958_00_cityglam_W_035414.json,"W_06147_80_powersuit_W_035412.json, W_14218_19_genderless_W_035442.json, W_18458_50_classic_W_035393.json, W_16917_10_athleisure_W_035424.json",,W_14218_19_genderless_W_035442.json
6917,,W_34027_10_sportivecasual_W_011521.json,,W_34027_10_sportivecasual_W_011521.json
23302,,"W_12383_80_bold_M_035446.json, W_16520_90_hiphop_M_035488.json, T_01116_00_metrosexual_M_035456.json",,W_16538_90_hiphop_M_035472.json
23306,,,,W_33876_60_popart_W_035527.json
23315,"W_24087_50_ivy_M_035559.json, W_25471_70_hippie_M_035553.json, W_24084_70_hippie_M_035585.json, W_06809_00_metrosexual_M_035588.json, W_31845_00_metrosexual_M_035556.json","W_30559_50_ivy_M_035551.json, W_10134_50_ivy_M_035543.json, W_24845_80_bold_M_035570.json, W_31662_70_hippie_M_035545.json, W_24080_00_metrosexual_M_035580.json, W_16108_80_bold_M_035586.json",,W_30559_50_ivy_M_035551.json
6934,"W_00517_70_hippie_M_011551.json, W_15095_50_ivy_M_011590.json, W_24141_50_ivy_M_011574.json, W_17700_00_metrosexual_M_011579.json, W_25748_90_hiphop_M_011553.json","W_02878_90_hiphop_M_011586.json, W_33169_00_metrosexual_M_011595.json, W_15630_50_ivy_M_011565.json",W_24141_50_ivy_M_011574.json,
30692,,W_65702_70_hippie_M_055384.json,,
23364,T_07445_60_minimal_W_035626.json,W_07415_50_feminine_W_035617.json,W_19003_50_feminine_W_035625.json,
23371,"T_00776_50_classic_W_035658.json, T_01378_00_ecology_W_035687.json",T_00822_50_classic_W_035675.json,T_00804_50_classic_W_035667.json,
23372,W_09460_50_feminine_W_035707.json,"T_09905_10_athleisure_W_035722.json, T_08595_10_sportivecasual_W_035713.json, W_18205_50_feminine_W_035699.json",,W_18205_50_feminine_W_035699.json
23383,W_14515_60_minimal_W_035750.json,"W_05914_60_popart_W_035783.json, W_09945_80_bodyconscious_W_035752.json","W_10598_60_minimal_W_035742.json, W_06502_80_bodyconscious_W_035777.json",
23386,,W_29245_60_minimal_W_035808.json,,
23389,,"W_07839_70_hippie_W_035843.json, W_04046_90_lingerie_W_035880.json, W_13990_80_bodyconscious_W_035872.json",,
56158,,"T_18500_19_normcore_M_077227.json, T_18508_19_normcore_M_077237.json, T_18505_19_normcore_M_077236.json, T_18495_19_normcore_M_077233.json",,
7009,W_23512_60_minimal_W_011649.json,"W_08678_00_cityglam_W_011661.json, W_22180_00_oriental_W_011686.json",,
23397,"T_00517_60_mods_M_035917.json, T_00492_10_sportivecasual_M_035897.json, T_02953_19_normcore_M_035907.json, W_09770_60_mods_M_035909.json",W_32595_60_mods_M_035884.json,,
23401,W_10194_60_minimal_W_035949.json,"W_07975_80_powersuit_W_035976.json, W_02567_10_sportivecasual_W_035954.json, W_19964_80_powersuit_W_035943.json, W_05437_10_athleisure_W_035981.json, W_05652_10_athleisure_W_035971.json, W_10289_00_oriental_W_035953.json, W_07851_70_disco_W_035934.json, W_03771_00_oriental_W_035937.json",,W_03771_00_oriental_W_035937.json
23418,,W_08242_90_kitsch_W_035986.json,,
7036,,,,W_31439_19_normcore_M_011740.json
23424,T_05502_60_minimal_W_036041.json,,,
7046,"T_15370_00_metrosexual_M_011780.json, T_17499_19_normcore_M_011774.json, T_17481_19_normcore_M_011749.json","T_15367_00_metrosexual_M_011772.json, T_19515_70_hippie_M_011777.json, W_15957_80_bold_M_011753.json, W_24934_90_hiphop_M_011771.json",,
23430,,W_04781_50_feminine_W_036115.json,,
